seller_id,username,passwd,Address,c_time
1061,Davis1061,123456,9 Randy Alley,1/29/2021
1062,Davis1062,123456,4 Prairieview Trail,1/24/2021
1063,Davis1063,123456,93357 Division Avenue,2/25/2021
1064,Davis1064,123456,2572 Straubel Place,8/17/2020
1065,Davis1065,123456,0 Montana Crossing,5/11/2021
1066,Davis1066,123456,14599 Bayside Court,5/6/2021
1067,Davis1067,123456,93 Main Junction,11/21/2020
1068,Davis1068,123456,43781 Brickson Park Alley,1/28/2021
1069,Davis1069,123456,50646 Stoughton Court,1/4/2021
1070,Davis1070,123456,365 Eastlawn Parkway,5/6/2021
1071,Davis1071,123456,95285 Shasta Alley,12/30/2020
1072,Davis1072,123456,43 New Castle Center,4/17/2021
1073,Davis1073,123456,63440 Kenwood Point,6/26/2020
1074,Davis1074,123456,76 Oxford Lane,11/29/2020
1075,Davis1075,123456,6747 Lakewood Gardens Crossing,5/29/2020
1076,Davis1076,123456,84965 Service Crossing,1/23/2021
1077,Davis1077,123456,40 Vidon Plaza,9/5/2020
1078,Davis1078,123456,6169 Thackeray Road,12/19/2020
1079,Davis1079,123456,34590 Muir Alley,7/7/2020
1080,Davis1080,123456,7824 Maywood Plaza,9/18/2020
1081,Davis1081,123456,977 Mandrake Place,8/11/2020
1082,Davis1082,123456,4861 Cordelia Junction,2/18/2021
1083,Davis1083,123456,82 Heffernan Alley,9/2/2020
1084,Davis1084,123456,236 Morrow Place,6/3/2020
1085,Davis1085,123456,22 Arkansas Crossing,9/2/2020
1086,Davis1086,123456,099 Sloan Place,8/31/2020
1087,Davis1087,123456,2086 Sherman Lane,7/12/2020
1088,Davis1088,123456,1 Chive Way,5/21/2020
1089,Davis1089,123456,7755 Arapahoe Plaza,5/28/2020
1090,Davis1090,123456,9834 Northview Alley,9/21/2020
1091,Davis1091,123456,3580 Warbler Place,12/16/2020
1092,Davis1092,123456,154 Forest Dale Alley,8/16/2020
1093,Davis1093,123456,7980 Darwin Street,1/20/2021
1094,Davis1094,123456,20192 Grover Terrace,6/3/2020
1095,Davis1095,123456,30949 Oakridge Lane,8/5/2020
1096,Davis1096,123456,81254 Bultman Way,2/1/2021
1097,Davis1097,123456,584 Fallview Drive,8/12/2020
1098,Davis1098,123456,40317 Express Park,8/21/2020
1099,Davis1099,123456,1779 Monterey Center,2/2/2021
1100,Davis1100,123456,4903 Scoville Court,11/2/2020
1101,Davis1101,123456,4937 Goodland Alley,3/29/2021
1102,Davis1102,123456,81 Waxwing Alley,4/4/2021
1103,Davis1103,123456,062 Ludington Way,9/20/2020
1104,Davis1104,123456,2654 Rigney Place,5/19/2020
1105,Davis1105,123456,2908 Prentice Junction,10/7/2020
1106,Davis1106,123456,5683 Victoria Avenue,8/14/2020
1107,Davis1107,123456,25471 Grasskamp Parkway,12/3/2020
1108,Davis1108,123456,8 Gateway Street,10/20/2020
1109,Davis1109,123456,836 Atwood Place,2/19/2021
1110,Davis1110,123456,3729 Dayton Lane,5/4/2021
1111,Davis1111,123456,1274 Morningstar Hill,2/19/2021
1112,Davis1112,123456,76 Bluejay Place,8/12/2020
1113,Davis1113,123456,1 Badeau Crossing,4/30/2021
1114,Davis1114,123456,4590 Stephen Pass,12/7/2020
1115,Davis1115,123456,2 Lerdahl Pass,1/21/2021
1116,Davis1116,123456,189 Loomis Crossing,4/1/2021
1117,Davis1117,123456,46615 High Crossing Park,1/13/2021
1118,Davis1118,123456,1 Blackbird Crossing,5/10/2021
1119,Davis1119,123456,50 Derek Plaza,8/29/2020
1120,Davis1120,123456,5 Wayridge Point,12/18/2020
1121,Davis1121,123456,6 Ohio Circle,12/28/2020
1122,Davis1122,123456,02939 Hazelcrest Alley,11/19/2020
1123,Davis1123,123456,7 Marquette Alley,11/5/2020
1124,Davis1124,123456,1 Emmet Hill,6/11/2020
1125,Davis1125,123456,7 Goodland Avenue,9/3/2020
1126,Davis1126,123456,251 International Parkway,8/10/2020
1127,Davis1127,123456,524 Golden Leaf Circle,4/19/2021
1128,Davis1128,123456,301 Forster Circle,4/1/2021
1129,Davis1129,123456,3993 Thierer Drive,5/16/2021
1130,Davis1130,123456,994 Rigney Avenue,5/18/2020
1131,Davis1131,123456,36 Summerview Drive,2/21/2021
1132,Davis1132,123456,027 Melvin Park,10/26/2020
1133,Davis1133,123456,0 Sundown Crossing,7/4/2020
1134,Davis1134,123456,179 North Terrace,12/11/2020
1135,Davis1135,123456,37924 Amoth Crossing,8/3/2020
1136,Davis1136,123456,2 Hermina Plaza,3/6/2021
1137,Davis1137,123456,650 Farmco Court,8/23/2020
1138,Davis1138,123456,20778 Fulton Alley,4/16/2021
1139,Davis1139,123456,9 Golf Court,4/2/2021
1140,Davis1140,123456,43890 Melrose Alley,8/21/2020
1141,Davis1141,123456,551 Anderson Road,4/28/2021
1142,Davis1142,123456,67 Meadow Ridge Hill,10/31/2020
1143,Davis1143,123456,6 Vahlen Road,3/2/2021
1144,Davis1144,123456,78268 Fremont Street,1/29/2021
1145,Davis1145,123456,6 Raven Trail,7/2/2020
1146,Davis1146,123456,21662 Mcguire Terrace,1/30/2021
1147,Davis1147,123456,6 Dakota Center,4/12/2021
1148,Davis1148,123456,4 Darwin Point,5/19/2020
1149,Davis1149,123456,35 Victoria Terrace,11/11/2020
1150,Davis1150,123456,14032 Claremont Lane,4/29/2021
1151,Davis1151,123456,4529 4th Crossing,5/29/2020
1152,Davis1152,123456,181 Sachs Road,9/12/2020
1153,Davis1153,123456,896 Graedel Way,1/6/2021
1154,Davis1154,123456,952 Summer Ridge Hill,11/14/2020
1155,Davis1155,123456,9005 Hooker Trail,8/15/2020
1156,Davis1156,123456,05342 Warner Lane,1/3/2021
1157,Davis1157,123456,28 Melrose Road,12/29/2020
1158,Davis1158,123456,54811 Burning Wood Center,12/12/2020
1159,Davis1159,123456,4617 Little Fleur Pass,5/14/2021
1160,Davis1160,123456,7 Anhalt Junction,7/9/2020
1161,Davis1161,123456,972 Cottonwood Circle,5/20/2020
1162,Davis1162,123456,73826 Nancy Court,2/12/2021
1163,Davis1163,123456,35 Burrows Center,4/2/2021
1164,Davis1164,123456,868 Stephen Drive,1/22/2021
1165,Davis1165,123456,41551 3rd Point,11/3/2020
1166,Davis1166,123456,97134 Troy Crossing,5/23/2020
1167,Davis1167,123456,19678 Morning Circle,12/27/2020
1168,Davis1168,123456,588 Kipling Way,12/1/2020
1169,Davis1169,123456,4364 Monterey Trail,2/7/2021
1170,Davis1170,123456,91 Cottonwood Point,3/21/2021
1171,Davis1171,123456,8 Logan Way,8/8/2020
1172,Davis1172,123456,9 Lotheville Center,12/15/2020
1173,Davis1173,123456,86 Haas Center,5/29/2020
1174,Davis1174,123456,2 Upham Terrace,3/13/2021
1175,Davis1175,123456,4401 Montana Terrace,2/1/2021
1176,Davis1176,123456,1 Coolidge Park,1/8/2021
1177,Davis1177,123456,4 Old Shore Center,5/31/2020
1178,Davis1178,123456,69899 Hintze Place,3/31/2021
1179,Davis1179,123456,9 Shasta Park,12/30/2020
1180,Davis1180,123456,71753 Hansons Crossing,9/6/2020
1181,Davis1181,123456,46020 Florence Terrace,6/5/2020
1182,Davis1182,123456,61372 Pond Drive,12/1/2020
1183,Davis1183,123456,070 Lawn Plaza,9/28/2020
1184,Davis1184,123456,9691 Debra Road,12/20/2020
1185,Davis1185,123456,3 Lakewood Alley,10/10/2020
1186,Davis1186,123456,57523 Tennyson Center,11/3/2020
1187,Davis1187,123456,4 Roxbury Junction,11/28/2020
1188,Davis1188,123456,9 Crownhardt Alley,6/20/2020
1189,Davis1189,123456,5733 Gale Avenue,7/19/2020
1190,Davis1190,123456,66 Alpine Hill,8/22/2020
1191,Davis1191,123456,40 Bay Hill,11/25/2020
1192,Davis1192,123456,44388 Bay Court,3/18/2021
1193,Davis1193,123456,647 Holmberg Terrace,11/21/2020
1194,Davis1194,123456,5937 Bluestem Pass,2/5/2021
1195,Davis1195,123456,19258 Jana Court,2/16/2021
1196,Davis1196,123456,6644 Golf Lane,9/10/2020
1197,Davis1197,123456,62 Golden Leaf Park,5/15/2021
1198,Davis1198,123456,453 Chive Point,1/1/2021
1199,Davis1199,123456,3 Dahle Court,12/7/2020
1200,Davis1200,123456,83 Jenifer Alley,7/21/2020
1201,Davis1201,123456,0 Lukken Place,12/21/2020
1202,Davis1202,123456,20 Forster Circle,2/28/2021
1203,Davis1203,123456,51 Homewood Terrace,9/16/2020
1204,Davis1204,123456,0457 Daystar Pass,1/20/2021
1205,Davis1205,123456,35778 Tennyson Place,8/2/2020
1206,Davis1206,123456,93896 Randy Alley,5/10/2021
1207,Davis1207,123456,099 Prentice Park,6/15/2020
1208,Davis1208,123456,72220 Killdeer Avenue,5/6/2021
1209,Davis1209,123456,80 Tennessee Trail,7/8/2020
1210,Davis1210,123456,2068 Schmedeman Court,8/18/2020
1211,Davis1211,123456,08639 Vera Trail,12/30/2020
1212,Davis1212,123456,987 Nobel Pass,9/30/2020
1213,Davis1213,123456,90275 Stone Corner Parkway,7/18/2020
1214,Davis1214,123456,658 Graedel Way,1/6/2021
1215,Davis1215,123456,98 Trailsway Way,4/27/2021
1216,Davis1216,123456,84194 Hanover Pass,4/26/2021
1217,Davis1217,123456,66 Briar Crest Lane,6/3/2020
1218,Davis1218,123456,9 Myrtle Circle,7/22/2020
1219,Davis1219,123456,67 Rutledge Center,4/22/2021
1220,Davis1220,123456,4656 Meadow Vale Street,7/26/2020
1221,Davis1221,123456,30026 Moose Lane,2/3/2021
1222,Davis1222,123456,74 Kinsman Street,6/22/2020
1223,Davis1223,123456,517 Nancy Park,11/20/2020
1224,Davis1224,123456,6879 Declaration Park,7/17/2020
1225,Davis1225,123456,5 Waxwing Pass,8/7/2020
1226,Davis1226,123456,94 Northfield Avenue,6/17/2020
1227,Davis1227,123456,2 Lotheville Lane,2/4/2021
1228,Davis1228,123456,19 Jana Street,11/7/2020
1229,Davis1229,123456,5 Oneill Place,2/5/2021
1230,Davis1230,123456,0444 Esch Avenue,4/16/2021
1231,Davis1231,123456,2045 8th Pass,6/16/2020
1232,Davis1232,123456,1 Clyde Gallagher Drive,9/27/2020
1233,Davis1233,123456,92 Merry Street,4/16/2021
1234,Davis1234,123456,343 Park Meadow Court,11/13/2020
1235,Davis1235,123456,2 Eagan Place,6/17/2020
1236,Davis1236,123456,803 Kim Lane,6/9/2020
1237,Davis1237,123456,615 Vidon Plaza,4/23/2021
1238,Davis1238,123456,3 Judy Center,1/27/2021
1239,Davis1239,123456,26446 Bay Avenue,12/4/2020
1240,Davis1240,123456,56 Dayton Junction,2/7/2021
1241,Davis1241,123456,84375 Granby Terrace,8/18/2020
1242,Davis1242,123456,4735 Talmadge Point,12/4/2020
1243,Davis1243,123456,850 Carioca Pass,12/27/2020
1244,Davis1244,123456,96 Cambridge Plaza,1/13/2021
1245,Davis1245,123456,82408 Mayfield Road,6/27/2020
1246,Davis1246,123456,1637 Bunker Hill Crossing,5/21/2020
1247,Davis1247,123456,761 Fallview Terrace,1/17/2021
1248,Davis1248,123456,81782 Eagan Avenue,6/9/2020
1249,Davis1249,123456,95923 Butterfield Circle,9/4/2020
1250,Davis1250,123456,1 Eagle Crest Circle,12/19/2020
1251,Davis1251,123456,5871 Arizona Parkway,8/17/2020
1252,Davis1252,123456,6718 Grim Lane,10/21/2020
1253,Davis1253,123456,145 Vahlen Circle,9/12/2020
1254,Davis1254,123456,003 Northport Point,3/18/2021
1255,Davis1255,123456,1 Rigney Plaza,1/23/2021
1256,Davis1256,123456,85 Bowman Lane,4/6/2021
1257,Davis1257,123456,38 Transport Point,8/14/2020
1258,Davis1258,123456,0 Upham Center,8/22/2020
1259,Davis1259,123456,43083 Rieder Street,9/18/2020
1260,Davis1260,123456,90 Tony Trail,9/5/2020
1261,Davis1261,123456,2 Duke Hill,10/26/2020
1262,Davis1262,123456,1545 Kropf Terrace,7/17/2020
1263,Davis1263,123456,6685 Del Mar Place,10/1/2020
1264,Davis1264,123456,27 Norway Maple Hill,4/29/2021
1265,Davis1265,123456,0 Quincy Pass,10/19/2020
1266,Davis1266,123456,1943 Veith Plaza,6/22/2020
1267,Davis1267,123456,2442 Haas Hill,3/1/2021
1268,Davis1268,123456,5006 Bluestem Parkway,6/24/2020
1269,Davis1269,123456,21 Thierer Street,3/22/2021
1270,Davis1270,123456,4 Gateway Hill,12/5/2020
1271,Davis1271,123456,9 Heath Road,6/30/2020
1272,Davis1272,123456,1105 Kim Street,12/29/2020
1273,Davis1273,123456,5690 Londonderry Center,8/22/2020
1274,Davis1274,123456,99944 Norway Maple Street,10/2/2020
1275,Davis1275,123456,077 Grim Avenue,6/1/2020
1276,Davis1276,123456,89 Porter Pass,12/1/2020
1277,Davis1277,123456,616 Independence Way,7/7/2020
1278,Davis1278,123456,457 Kipling Court,12/25/2020
1279,Davis1279,123456,16 Texas Junction,12/21/2020
1280,Davis1280,123456,2359 Eliot Avenue,7/31/2020
1281,Davis1281,123456,7003 Duke Parkway,3/28/2021
1282,Davis1282,123456,4 Kensington Road,3/22/2021
1283,Davis1283,123456,2711 Kingsford Point,9/30/2020
1284,Davis1284,123456,98344 Ryan Plaza,7/5/2020
1285,Davis1285,123456,4 Warner Parkway,5/21/2020
1286,Davis1286,123456,5734 Huxley Court,1/31/2021
1287,Davis1287,123456,7250 Graedel Lane,2/26/2021
1288,Davis1288,123456,26 Nova Crossing,1/1/2021
1289,Davis1289,123456,1449 Dwight Plaza,1/7/2021
1290,Davis1290,123456,037 Arizona Way,11/6/2020
1291,Davis1291,123456,7 Fisk Road,3/7/2021
1292,Davis1292,123456,56 Jenna Parkway,9/5/2020
1293,Davis1293,123456,83133 Drewry Road,3/9/2021
1294,Davis1294,123456,84004 Birchwood Terrace,6/20/2020
1295,Davis1295,123456,45214 Dakota Point,3/20/2021
1296,Davis1296,123456,6361 Northview Center,5/17/2021
1297,Davis1297,123456,8 Old Shore Plaza,5/16/2021
1298,Davis1298,123456,961 Petterle Crossing,6/29/2020
1299,Davis1299,123456,8 Cascade Lane,6/11/2020
1300,Davis1300,123456,6820 Hudson Circle,1/12/2021
1301,Davis1301,123456,2 Hallows Terrace,7/20/2020
1302,Davis1302,123456,26117 Farwell Park,5/22/2020
1303,Davis1303,123456,7 Huxley Point,5/29/2020
1304,Davis1304,123456,45270 Weeping Birch Place,4/4/2021
1305,Davis1305,123456,3255 Northview Drive,4/7/2021
1306,Davis1306,123456,61461 Hoard Pass,7/15/2020
1307,Davis1307,123456,94 Bashford Lane,9/30/2020
1308,Davis1308,123456,5 Buhler Point,10/2/2020
1309,Davis1309,123456,843 Sundown Center,10/20/2020
1310,Davis1310,123456,7 7th Pass,7/19/2020
1311,Davis1311,123456,0 Shopko Center,7/18/2020
1312,Davis1312,123456,325 Talisman Trail,10/24/2020
1313,Davis1313,123456,550 Hudson Avenue,1/22/2021
1314,Davis1314,123456,3 Colorado Street,9/14/2020
1315,Davis1315,123456,91338 Shoshone Lane,11/4/2020
1316,Davis1316,123456,1213 Glacier Hill Court,3/14/2021
1317,Davis1317,123456,47079 Arrowood Way,3/9/2021
1318,Davis1318,123456,29 Pleasure Point,5/30/2020
1319,Davis1319,123456,028 Kensington Junction,5/10/2021
1320,Davis1320,123456,2 Luster Street,7/13/2020
1321,Davis1321,123456,23359 Butterfield Terrace,2/20/2021
1322,Davis1322,123456,254 Forest Terrace,11/8/2020
1323,Davis1323,123456,54 Little Fleur Trail,5/22/2020
1324,Davis1324,123456,6578 Northfield Alley,2/7/2021
1325,Davis1325,123456,6446 Hollow Ridge Point,6/25/2020
1326,Davis1326,123456,04 Melrose Hill,8/4/2020
1327,Davis1327,123456,7361 Basil Center,8/26/2020
1328,Davis1328,123456,1975 Anhalt Hill,8/26/2020
1329,Davis1329,123456,5121 Stoughton Lane,10/20/2020
1330,Davis1330,123456,1740 Corben Park,11/23/2020
1331,Davis1331,123456,773 West Center,12/3/2020
1332,Davis1332,123456,3708 Service Trail,8/19/2020
1333,Davis1333,123456,60701 Village Green Plaza,3/28/2021
1334,Davis1334,123456,1 Knutson Parkway,4/13/2021
1335,Davis1335,123456,5 Fallview Lane,2/11/2021
1336,Davis1336,123456,1835 Arrowood Alley,9/22/2020
1337,Davis1337,123456,94 Northfield Terrace,7/25/2020
1338,Davis1338,123456,7760 Golf Street,6/21/2020
1339,Davis1339,123456,77446 Susan Parkway,12/8/2020
1340,Davis1340,123456,32 Park Meadow Trail,4/7/2021
1341,Davis1341,123456,18 Scofield Lane,9/12/2020
1342,Davis1342,123456,22 Sage Parkway,10/10/2020
1343,Davis1343,123456,31 Maywood Plaza,7/13/2020
1344,Davis1344,123456,849 Graceland Place,6/23/2020
1345,Davis1345,123456,9527 Mallard Trail,8/2/2020
1346,Davis1346,123456,28388 Onsgard Circle,4/2/2021
1347,Davis1347,123456,425 Starling Crossing,2/20/2021
1348,Davis1348,123456,9020 Luster Crossing,4/14/2021
1349,Davis1349,123456,93979 Forest Dale Hill,4/4/2021
1350,Davis1350,123456,9 Farwell Avenue,4/24/2021
1351,Davis1351,123456,493 Corry Terrace,3/12/2021
1352,Davis1352,123456,81855 Blaine Parkway,1/20/2021
1353,Davis1353,123456,252 American Ash Drive,1/9/2021
1354,Davis1354,123456,824 Dawn Terrace,9/26/2020
1355,Davis1355,123456,125 Parkside Circle,9/24/2020
1356,Davis1356,123456,292 Laurel Pass,4/13/2021
1357,Davis1357,123456,44535 Victoria Park,1/8/2021
1358,Davis1358,123456,89 Barnett Court,3/25/2021
1359,Davis1359,123456,16214 5th Street,8/30/2020
1360,Davis1360,123456,483 Caliangt Crossing,7/6/2020
1361,Davis1361,123456,84 Redwing Road,5/8/2021
1362,Davis1362,123456,143 Ronald Regan Terrace,4/5/2021
1363,Davis1363,123456,5742 Meadow Ridge Drive,1/19/2021
1364,Davis1364,123456,57 Sachs Way,1/1/2021
1365,Davis1365,123456,74886 Oriole Place,8/24/2020
1366,Davis1366,123456,9317 Moland Circle,9/28/2020
1367,Davis1367,123456,79 Gulseth Court,2/2/2021
1368,Davis1368,123456,356 Pierstorff Avenue,4/3/2021
1369,Davis1369,123456,88 International Drive,1/6/2021
1370,Davis1370,123456,70 Maywood Junction,3/27/2021
1371,Davis1371,123456,0343 Service Plaza,12/9/2020
1372,Davis1372,123456,7 Kim Parkway,12/11/2020
1373,Davis1373,123456,78 Killdeer Circle,7/23/2020
1374,Davis1374,123456,8063 Arkansas Hill,10/13/2020
1375,Davis1375,123456,46407 Aberg Terrace,12/25/2020
1376,Davis1376,123456,5435 Dovetail Avenue,9/8/2020
1377,Davis1377,123456,51 Elgar Parkway,11/6/2020
1378,Davis1378,123456,14 Schlimgen Pass,10/28/2020
1379,Davis1379,123456,25924 Birchwood Center,6/30/2020
1380,Davis1380,123456,4703 Declaration Street,10/26/2020
1381,Davis1381,123456,987 Service Pass,4/4/2021
1382,Davis1382,123456,90252 Manitowish Court,2/16/2021
1383,Davis1383,123456,05039 Michigan Parkway,9/27/2020
1384,Davis1384,123456,787 Anthes Parkway,7/15/2020
1385,Davis1385,123456,078 Welch Plaza,10/30/2020
1386,Davis1386,123456,53 Steensland Court,5/28/2020
1387,Davis1387,123456,479 Fieldstone Circle,2/26/2021
1388,Davis1388,123456,48 Clove Lane,4/16/2021
1389,Davis1389,123456,1 Memorial Parkway,5/14/2021
1390,Davis1390,123456,65 Jackson Street,3/8/2021
1391,Davis1391,123456,694 Norway Maple Way,3/19/2021
1392,Davis1392,123456,88 Vidon Drive,6/29/2020
1393,Davis1393,123456,92 Meadow Vale Lane,9/19/2020
1394,Davis1394,123456,569 Columbus Lane,10/29/2020
1395,Davis1395,123456,3 Memorial Court,8/1/2020
1396,Davis1396,123456,29615 Truax Court,10/2/2020
1397,Davis1397,123456,9 Brickson Park Avenue,1/30/2021
1398,Davis1398,123456,7 Brown Road,2/12/2021
1399,Davis1399,123456,5 Park Meadow Crossing,4/6/2021
1400,Davis1400,123456,2 Carpenter Hill,8/7/2020
1401,Davis1401,123456,6 Mendota Road,4/6/2021
1402,Davis1402,123456,68 Holy Cross Road,7/26/2020
1403,Davis1403,123456,873 Prentice Plaza,9/29/2020
1404,Davis1404,123456,1436 Eastwood Terrace,3/6/2021
1405,Davis1405,123456,745 American Street,2/7/2021
1406,Davis1406,123456,2 Brentwood Park,8/14/2020
1407,Davis1407,123456,85451 Hintze Crossing,3/4/2021
1408,Davis1408,123456,216 Westport Road,7/21/2020
1409,Davis1409,123456,95 Debs Point,12/9/2020
1410,Davis1410,123456,274 Moose Circle,6/20/2020
1411,Davis1411,123456,95700 Almo Way,3/20/2021
1412,Davis1412,123456,898 Maple Wood Terrace,4/14/2021
1413,Davis1413,123456,7809 Fuller Drive,7/1/2020
1414,Davis1414,123456,05 Grover Avenue,4/14/2021
1415,Davis1415,123456,66998 Northview Hill,2/28/2021
1416,Davis1416,123456,8961 Monterey Trail,6/28/2020
1417,Davis1417,123456,8535 Granby Street,3/24/2021
1418,Davis1418,123456,27688 Moland Hill,2/4/2021
1419,Davis1419,123456,064 Hollow Ridge Park,6/4/2020
1420,Davis1420,123456,6 Bluejay Road,9/18/2020
1421,Davis1421,123456,4 Cardinal Road,2/18/2021
1422,Davis1422,123456,3971 Rutledge Street,11/27/2020
1423,Davis1423,123456,165 Trailsway Terrace,10/21/2020
1424,Davis1424,123456,105 Magdeline Way,12/26/2020
1425,Davis1425,123456,0073 Mosinee Alley,12/26/2020
1426,Davis1426,123456,2514 Fisk Way,10/16/2020
1427,Davis1427,123456,135 Bayside Center,3/18/2021
1428,Davis1428,123456,8203 Harbort Place,2/15/2021
1429,Davis1429,123456,1 Nelson Lane,10/12/2020
1430,Davis1430,123456,49 Muir Point,12/31/2020
1431,Davis1431,123456,3236 Charing Cross Terrace,2/15/2021
1432,Davis1432,123456,93553 Garrison Point,9/1/2020
1433,Davis1433,123456,1 Hollow Ridge Way,12/28/2020
1434,Davis1434,123456,860 Jackson Way,7/30/2020
1435,Davis1435,123456,595 Ridgeview Way,1/10/2021
1436,Davis1436,123456,82 Pine View Street,3/8/2021
1437,Davis1437,123456,38 Sauthoff Avenue,10/30/2020
1438,Davis1438,123456,22615 Jay Parkway,8/27/2020
1439,Davis1439,123456,1 Debs Lane,1/21/2021
1440,Davis1440,123456,769 Prairieview Park,5/3/2021
1441,Davis1441,123456,77 Nancy Road,11/14/2020
1442,Davis1442,123456,85404 Chive Terrace,4/29/2021
1443,Davis1443,123456,181 Jana Court,1/16/2021
1444,Davis1444,123456,7768 Magdeline Hill,1/1/2021
1445,Davis1445,123456,701 Sunbrook Lane,8/4/2020
1446,Davis1446,123456,7776 Knutson Street,3/26/2021
1447,Davis1447,123456,75 Canary Pass,6/15/2020
1448,Davis1448,123456,88 Brickson Park Street,6/11/2020
1449,Davis1449,123456,4 Kipling Road,1/19/2021
1450,Davis1450,123456,2269 Talmadge Point,3/29/2021
1451,Davis1451,123456,574 Mariners Cove Parkway,2/14/2021
1452,Davis1452,123456,8763 Paget Lane,11/1/2020
1453,Davis1453,123456,4494 Mendota Parkway,7/31/2020
1454,Davis1454,123456,58 Mockingbird Street,9/29/2020
1455,Davis1455,123456,71 Northview Avenue,1/12/2021
1456,Davis1456,123456,2082 Weeping Birch Crossing,11/11/2020
1457,Davis1457,123456,9 La Follette Crossing,1/20/2021
1458,Davis1458,123456,01 Hooker Lane,1/18/2021
1459,Davis1459,123456,40 Dakota Street,6/13/2020
1460,Davis1460,123456,79 Meadow Vale Trail,4/19/2021
1461,Davis1461,123456,2 Myrtle Drive,5/9/2021
1462,Davis1462,123456,33 Erie Hill,12/10/2020
1463,Davis1463,123456,7160 Lindbergh Hill,8/14/2020
1464,Davis1464,123456,4 Northridge Pass,11/12/2020
1465,Davis1465,123456,2076 Sundown Trail,1/1/2021
1466,Davis1466,123456,291 Blackbird Way,6/6/2020
1467,Davis1467,123456,79 Arizona Court,7/23/2020
1468,Davis1468,123456,464 Monterey Terrace,10/22/2020
1469,Davis1469,123456,753 Sage Place,4/10/2021
1470,Davis1470,123456,0 Utah Junction,2/26/2021
1471,Davis1471,123456,380 Moulton Junction,6/30/2020
1472,Davis1472,123456,75 Dovetail Hill,10/30/2020
1473,Davis1473,123456,95554 Gale Trail,3/23/2021
1474,Davis1474,123456,674 Lakewood Circle,11/21/2020
1475,Davis1475,123456,462 Vahlen Place,8/29/2020
1476,Davis1476,123456,013 Shelley Crossing,12/9/2020
1477,Davis1477,123456,19632 Mallory Lane,5/16/2021
1478,Davis1478,123456,4946 Meadow Ridge Plaza,12/17/2020
1479,Davis1479,123456,273 Cambridge Center,7/30/2020
1480,Davis1480,123456,1754 Vermont Junction,6/22/2020
1481,Davis1481,123456,8 Linden Park,10/5/2020
1482,Davis1482,123456,14 Grasskamp Drive,10/10/2020
1483,Davis1483,123456,650 Lukken Lane,1/23/2021
1484,Davis1484,123456,5358 Sunnyside Terrace,8/14/2020
1485,Davis1485,123456,5 Golf Lane,2/22/2021
1486,Davis1486,123456,4856 Schmedeman Hill,1/24/2021
1487,Davis1487,123456,3232 Dakota Alley,9/3/2020
1488,Davis1488,123456,75 Prentice Pass,6/6/2020
1489,Davis1489,123456,05585 Dunning Lane,5/19/2020
1490,Davis1490,123456,77371 Sheridan Junction,5/7/2021
1491,Davis1491,123456,1004 Grim Crossing,12/29/2020
1492,Davis1492,123456,7043 Mccormick Pass,4/2/2021
1493,Davis1493,123456,44 Crest Line Center,2/26/2021
1494,Davis1494,123456,657 Arrowood Hill,2/25/2021
1495,Davis1495,123456,9644 Merchant Junction,11/8/2020
1496,Davis1496,123456,62 Bashford Crossing,10/22/2020
1497,Davis1497,123456,960 Bashford Circle,12/11/2020
1498,Davis1498,123456,527 Delaware Point,7/9/2020
1499,Davis1499,123456,0 Sachtjen Court,1/31/2021
1500,Davis1500,123456,4 Vernon Circle,5/18/2020
1501,Davis1501,123456,72 Nancy Circle,3/2/2021
1502,Davis1502,123456,42 Continental Avenue,5/22/2020
1503,Davis1503,123456,3 Ridgeway Center,3/4/2021
1504,Davis1504,123456,425 Cody Place,11/20/2020
1505,Davis1505,123456,9293 Anthes Road,7/19/2020
1506,Davis1506,123456,07201 Eliot Alley,1/26/2021
1507,Davis1507,123456,93 Jenifer Drive,5/17/2021
1508,Davis1508,123456,9445 Clyde Gallagher Street,11/29/2020
1509,Davis1509,123456,1 Texas Road,8/18/2020
1510,Davis1510,123456,07408 Everett Drive,3/28/2021
1511,Davis1511,123456,5118 Maple Lane,12/2/2020
1512,Davis1512,123456,7276 Dunning Road,3/17/2021
1513,Davis1513,123456,34064 Esker Pass,1/29/2021
1514,Davis1514,123456,8 Dottie Street,11/19/2020
1515,Davis1515,123456,78000 Spaight Place,10/24/2020
1516,Davis1516,123456,755 Dorton Park,2/27/2021
1517,Davis1517,123456,246 Mayfield Point,1/6/2021
1518,Davis1518,123456,1920 Cardinal Circle,11/8/2020
1519,Davis1519,123456,05 Sutherland Court,10/2/2020
1520,Davis1520,123456,6303 Lakeland Hill,12/22/2020
1521,Davis1521,123456,980 Transport Road,4/29/2021
1522,Davis1522,123456,4 Lakewood Gardens Drive,2/26/2021
1523,Davis1523,123456,5 Kings Center,6/28/2020
1524,Davis1524,123456,3691 Haas Lane,12/1/2020
1525,Davis1525,123456,7326 Montana Parkway,10/5/2020
1526,Davis1526,123456,4574 Summerview Way,8/29/2020
1527,Davis1527,123456,467 Prentice Drive,4/1/2021
1528,Davis1528,123456,9856 Nelson Lane,3/5/2021
1529,Davis1529,123456,27208 Charing Cross Lane,7/22/2020
1530,Davis1530,123456,0997 Ridgeway Point,11/10/2020
1531,Davis1531,123456,508 Sycamore Trail,1/21/2021
1532,Davis1532,123456,7 Gateway Parkway,10/17/2020
1533,Davis1533,123456,053 Schiller Avenue,1/16/2021
