buyer_id,username,passwd,address,c_time
1033,Barry1033,1234,6708 Namekagon Road,7/26/2020
1034,Barry1034,1234,495 Lighthouse Bay Point,6/24/2020
1035,Barry1035,1234,81 Raven Court,4/25/2021
1036,Barry1036,1234,4 Milwaukee Road,6/10/2020
1037,Barry1037,1234,5383 Shopko Plaza,2/5/2021
1038,Barry1038,1234,60088 Thierer Parkway,7/17/2020
1039,Barry1039,1234,5 Schiller Road,3/16/2021
1040,Barry1040,1234,70627 Hayes Drive,5/6/2021
1041,Barry1041,1234,2 Cody Avenue,7/25/2020
1042,Barry1042,1234,5 New Castle Pass,5/31/2020
1043,Barry1043,1234,3 Havey Way,4/10/2021
1044,Barry1044,1234,6 Merchant Court,11/29/2020
1045,Barry1045,1234,281 Di Loreto Lane,8/27/2020
1046,Barry1046,1234,33 Kingsford Avenue,1/20/2021
1047,Barry1047,1234,0185 Melody Hill,8/6/2020
1048,Barry1048,1234,1934 Bobwhite Court,12/13/2020
1049,Barry1049,1234,3801 Roth Parkway,12/17/2020
1050,Barry1050,1234,9 North Junction,3/23/2021
1051,Barry1051,1234,413 Lakewood Plaza,7/25/2020
1052,Barry1052,1234,173 Anthes Trail,3/11/2021
1053,Barry1053,1234,3 Melody Place,5/5/2021
1054,Barry1054,1234,5382 Karstens Place,10/15/2020
1055,Barry1055,1234,74248 Jay Road,5/20/2020
1056,Barry1056,1234,86461 Loeprich Road,4/8/2021
1057,Barry1057,1234,6 3rd Plaza,5/28/2020
1058,Barry1058,1234,74371 Independence Drive,5/9/2021
1059,Barry1059,1234,4874 Red Cloud Avenue,8/28/2020
1060,Barry1060,1234,0 Sutherland Point,7/29/2020
1061,Barry1061,1234,5 Bellgrove Lane,1/29/2021
1062,Barry1062,1234,6 Carpenter Place,1/24/2021
1063,Barry1063,1234,0783 Pennsylvania Circle,2/25/2021
1064,Barry1064,1234,679 Hanson Court,8/17/2020
1065,Barry1065,1234,1486 Arizona Hill,5/11/2021
1066,Barry1066,1234,69786 Monica Center,5/6/2021
1067,Barry1067,1234,13795 Bonner Terrace,11/21/2020
1068,Barry1068,1234,509 Mitchell Road,1/28/2021
1069,Barry1069,1234,15 Menomonie Plaza,1/4/2021
1070,Barry1070,1234,33 Golf Court,5/6/2021
1071,Barry1071,1234,1132 Paget Way,12/30/2020
1072,Barry1072,1234,655 Merchant Point,4/17/2021
1073,Barry1073,1234,44073 Lillian Junction,6/26/2020
1074,Barry1074,1234,5777 Shasta Terrace,11/29/2020
1075,Barry1075,1234,9215 Fulton Pass,5/29/2020
1076,Barry1076,1234,69477 Rutledge Point,1/23/2021
1077,Barry1077,1234,035 Huxley Trail,9/5/2020
1078,Barry1078,1234,42753 Twin Pines Park,12/19/2020
1079,Barry1079,1234,8 Eagle Crest Park,7/7/2020
1080,Barry1080,1234,12 Westerfield Avenue,9/18/2020
1081,Barry1081,1234,04357 Hoffman Parkway,8/11/2020
1082,Barry1082,1234,5 Sullivan Place,2/18/2021
1083,Barry1083,1234,5808 Rusk Crossing,9/2/2020
1084,Barry1084,1234,852 Park Meadow Street,6/3/2020
1085,Barry1085,1234,1793 Canary Place,9/2/2020
1086,Barry1086,1234,55773 Chinook Place,8/31/2020
1087,Barry1087,1234,5904 Russell Alley,7/12/2020
1088,Barry1088,1234,41 Lighthouse Bay Alley,5/21/2020
1089,Barry1089,1234,9314 Crowley Hill,5/28/2020
1090,Barry1090,1234,9082 Green Ridge Crossing,9/21/2020
1091,Barry1091,1234,99 Russell Plaza,12/16/2020
1092,Barry1092,1234,0488 Anniversary Avenue,8/16/2020
1093,Barry1093,1234,4050 Nancy Street,1/20/2021
1094,Barry1094,1234,4 Rowland Place,6/3/2020
1095,Barry1095,1234,1 Prairie Rose Point,8/5/2020
1096,Barry1096,1234,102 Tennyson Junction,2/1/2021
1097,Barry1097,1234,3 Magdeline Alley,8/12/2020
1098,Barry1098,1234,267 Eagle Crest Street,8/21/2020
1099,Barry1099,1234,639 Laurel Pass,2/2/2021
1100,Barry1100,1234,887 Eastlawn Parkway,11/2/2020
1101,Barry1101,1234,45025 Menomonie Center,3/29/2021
1102,Barry1102,1234,3174 Mosinee Street,4/4/2021
1103,Barry1103,1234,0960 Summerview Lane,9/20/2020
1104,Barry1104,1234,0 Birchwood Avenue,5/19/2020
1105,Barry1105,1234,712 Center Avenue,10/7/2020
1106,Barry1106,1234,08946 Express Pass,8/14/2020
1107,Barry1107,1234,51275 Grayhawk Park,12/3/2020
1108,Barry1108,1234,353 Fairfield Junction,10/20/2020
1109,Barry1109,1234,1 Vernon Park,2/19/2021
1110,Barry1110,1234,77639 Hudson Terrace,5/4/2021
1111,Barry1111,1234,874 Montana Pass,2/19/2021
1112,Barry1112,1234,2 Milwaukee Lane,8/12/2020
1113,Barry1113,1234,09 Stephen Plaza,4/30/2021
1114,Barry1114,1234,79131 Nelson Hill,12/7/2020
1115,Barry1115,1234,8 Meadow Vale Point,1/21/2021
1116,Barry1116,1234,252 Erie Center,4/1/2021
1117,Barry1117,1234,56225 Melby Avenue,1/13/2021
1118,Barry1118,1234,12335 Dakota Drive,5/10/2021
1119,Barry1119,1234,1 Comanche Court,8/29/2020
1120,Barry1120,1234,68356 Manufacturers Street,12/18/2020
1121,Barry1121,1234,108 Village Green Place,12/28/2020
1122,Barry1122,1234,37728 Redwing Avenue,11/19/2020
1123,Barry1123,1234,4305 Corry Drive,11/5/2020
1124,Barry1124,1234,1 Dottie Junction,6/11/2020
1125,Barry1125,1234,72 Atwood Place,9/3/2020
1126,Barry1126,1234,6271 Onsgard Junction,8/10/2020
1127,Barry1127,1234,6818 Rusk Way,4/19/2021
1128,Barry1128,1234,35542 Lyons Pass,4/1/2021
1129,Barry1129,1234,026 Brickson Park Plaza,5/16/2021
1130,Barry1130,1234,1 Clyde Gallagher Point,5/18/2020
1131,Barry1131,1234,73156 Nevada Junction,2/21/2021
1132,Barry1132,1234,99 Havey Circle,10/26/2020
1133,Barry1133,1234,6292 Esker Drive,7/4/2020
1134,Barry1134,1234,930 Holy Cross Road,12/11/2020
1135,Barry1135,1234,0003 Debra Alley,8/3/2020
1136,Barry1136,1234,4 Park Meadow Terrace,3/6/2021
1137,Barry1137,1234,902 Oriole Drive,8/23/2020
1138,Barry1138,1234,34 Laurel Trail,4/16/2021
1139,Barry1139,1234,356 Vidon Circle,4/2/2021
1140,Barry1140,1234,58247 Mendota Terrace,8/21/2020
1141,Barry1141,1234,30 Sachtjen Alley,4/28/2021
1142,Barry1142,1234,22169 Randy Crossing,10/31/2020
1143,Barry1143,1234,73910 Lerdahl Trail,3/2/2021
1144,Barry1144,1234,67652 Marquette Lane,1/29/2021
1145,Barry1145,1234,971 Kipling Plaza,7/2/2020
1146,Barry1146,1234,23044 Northview Road,1/30/2021
1147,Barry1147,1234,4 Reindahl Drive,4/12/2021
1148,Barry1148,1234,9 Oriole Way,5/19/2020
1149,Barry1149,1234,641 Glendale Place,11/11/2020
1150,Barry1150,1234,646 Sundown Place,4/29/2021
1151,Barry1151,1234,1933 Sugar Drive,5/29/2020
1152,Barry1152,1234,8 Iowa Place,9/12/2020
1153,Barry1153,1234,1 Northland Court,1/6/2021
1154,Barry1154,1234,0 Packers Point,11/14/2020
1155,Barry1155,1234,801 Lyons Circle,8/15/2020
1156,Barry1156,1234,8 Boyd Junction,1/3/2021
1157,Barry1157,1234,8213 Goodland Hill,12/29/2020
1158,Barry1158,1234,35 Rieder Avenue,12/12/2020
1159,Barry1159,1234,49692 Welch Plaza,5/14/2021
1160,Barry1160,1234,6559 Eagan Pass,7/9/2020
1161,Barry1161,1234,7 Anhalt Place,5/20/2020
1162,Barry1162,1234,50620 Forster Crossing,2/12/2021
1163,Barry1163,1234,1402 Mallard Plaza,4/2/2021
1164,Barry1164,1234,831 Birchwood Lane,1/22/2021
1165,Barry1165,1234,214 Sachs Street,11/3/2020
1166,Barry1166,1234,5488 Darwin Pass,5/23/2020
1167,Barry1167,1234,93 Brentwood Drive,12/27/2020
1168,Barry1168,1234,0049 Dapin Hill,12/1/2020
1169,Barry1169,1234,880 Bay Trail,2/7/2021
1170,Barry1170,1234,0210 Gerald Lane,3/21/2021
1171,Barry1171,1234,457 Golden Leaf Junction,8/8/2020
1172,Barry1172,1234,09 Merry Junction,12/15/2020
1173,Barry1173,1234,0393 Hoard Center,5/29/2020
1174,Barry1174,1234,55690 Union Road,3/13/2021
1175,Barry1175,1234,08 Hooker Place,2/1/2021
1176,Barry1176,1234,398 Bashford Pass,1/8/2021
1177,Barry1177,1234,98029 Mesta Crossing,5/31/2020
1178,Barry1178,1234,4 Coolidge Plaza,3/31/2021
1179,Barry1179,1234,4972 Johnson Center,12/30/2020
1180,Barry1180,1234,02063 Elka Court,9/6/2020
1181,Barry1181,1234,8663 Derek Trail,6/5/2020
1182,Barry1182,1234,58 East Alley,12/1/2020
1183,Barry1183,1234,00833 Bonner Park,9/28/2020
1184,Barry1184,1234,6809 Dawn Center,12/20/2020
1185,Barry1185,1234,85693 Kim Crossing,10/10/2020
1186,Barry1186,1234,0 Mariners Cove Alley,11/3/2020
1187,Barry1187,1234,45711 Heath Road,11/28/2020
1188,Barry1188,1234,238 Meadow Ridge Parkway,6/20/2020
1189,Barry1189,1234,250 Doe Crossing Road,7/19/2020
1190,Barry1190,1234,5 Autumn Leaf Drive,8/22/2020
1191,Barry1191,1234,3095 Columbus Junction,11/25/2020
1192,Barry1192,1234,803 Buhler Center,3/18/2021
1193,Barry1193,1234,234 Fairview Terrace,11/21/2020
1194,Barry1194,1234,15175 Twin Pines Parkway,2/5/2021
1195,Barry1195,1234,82480 Warbler Center,2/16/2021
1196,Barry1196,1234,677 Elgar Avenue,9/10/2020
1197,Barry1197,1234,4208 Mcbride Center,5/15/2021
1198,Barry1198,1234,788 Carey Drive,1/1/2021
1199,Barry1199,1234,9 Oak Way,12/7/2020
1200,Barry1200,1234,633 Aberg Road,7/21/2020
1201,Barry1201,1234,53 Bartelt Trail,12/21/2020
1202,Barry1202,1234,60 Sommers Crossing,2/28/2021
1203,Barry1203,1234,68 Springs Park,9/16/2020
1204,Barry1204,1234,44 Transport Place,1/20/2021
1205,Barry1205,1234,46948 Merry Parkway,8/2/2020
1206,Barry1206,1234,107 Talmadge Terrace,5/10/2021
1207,Barry1207,1234,67981 Butterfield Court,6/15/2020
1208,Barry1208,1234,7150 Oneill Street,5/6/2021
1209,Barry1209,1234,46 Scofield Lane,7/8/2020
1210,Barry1210,1234,6 Dahle Circle,8/18/2020
1211,Barry1211,1234,22471 Florence Parkway,12/30/2020
1212,Barry1212,1234,1878 International Center,9/30/2020
1213,Barry1213,1234,38 Brickson Park Terrace,7/18/2020
1214,Barry1214,1234,6774 Westport Terrace,1/6/2021
1215,Barry1215,1234,264 Mifflin Court,4/27/2021
1216,Barry1216,1234,0 Toban Way,4/26/2021
1217,Barry1217,1234,0 Fremont Trail,6/3/2020
1218,Barry1218,1234,5 Clarendon Junction,7/22/2020
1219,Barry1219,1234,1 Waxwing Terrace,4/22/2021
1220,Barry1220,1234,97 School Circle,7/26/2020
1221,Barry1221,1234,37630 Brickson Park Avenue,2/3/2021
1222,Barry1222,1234,38951 Linden Court,6/22/2020
1223,Barry1223,1234,2306 Center Terrace,11/20/2020
1224,Barry1224,1234,94 Delladonna Lane,7/17/2020
1225,Barry1225,1234,605 Forest Run Crossing,8/7/2020
1226,Barry1226,1234,1 Loftsgordon Avenue,6/17/2020
1227,Barry1227,1234,1 Hanover Plaza,2/4/2021
1228,Barry1228,1234,53 Spohn Avenue,11/7/2020
1229,Barry1229,1234,26702 Elmside Trail,2/5/2021
1230,Barry1230,1234,78552 Grim Circle,4/16/2021
1231,Barry1231,1234,1 Namekagon Park,6/16/2020
1232,Barry1232,1234,84793 Rockefeller Plaza,9/27/2020
1233,Barry1233,1234,86 Park Meadow Junction,4/16/2021
1234,Barry1234,1234,94 Pearson Road,11/13/2020
1235,Barry1235,1234,4 American Ash Center,6/17/2020
1236,Barry1236,1234,71273 Fremont Trail,6/9/2020
1237,Barry1237,1234,9 Lyons Lane,4/23/2021
1238,Barry1238,1234,613 Harbort Trail,1/27/2021
1239,Barry1239,1234,86 Vermont Circle,12/4/2020
1240,Barry1240,1234,9963 Mifflin Trail,2/7/2021
1241,Barry1241,1234,85 Hallows Terrace,8/18/2020
1242,Barry1242,1234,41 Pond Junction,12/4/2020
1243,Barry1243,1234,6677 Loftsgordon Street,12/27/2020
1244,Barry1244,1234,50 Coleman Crossing,1/13/2021
1245,Barry1245,1234,8 Lake View Court,6/27/2020
1246,Barry1246,1234,38756 Carpenter Center,5/21/2020
1247,Barry1247,1234,961 3rd Parkway,1/17/2021
1248,Barry1248,1234,50715 Fieldstone Point,6/9/2020
1249,Barry1249,1234,29849 Fulton Lane,9/4/2020
1250,Barry1250,1234,3 Marquette Place,12/19/2020
1251,Barry1251,1234,8045 Summerview Trail,8/17/2020
1252,Barry1252,1234,8 Fisk Place,10/21/2020
1253,Barry1253,1234,9145 Gerald Point,9/12/2020
1254,Barry1254,1234,0358 Brentwood Hill,3/18/2021
1255,Barry1255,1234,51 Montana Junction,1/23/2021
1256,Barry1256,1234,3 Morningstar Junction,4/6/2021
1257,Barry1257,1234,55384 Nova Road,8/14/2020
1258,Barry1258,1234,82 Clarendon Parkway,8/22/2020
1259,Barry1259,1234,0020 Bluestem Lane,9/18/2020
1260,Barry1260,1234,66717 Mockingbird Center,9/5/2020
1261,Barry1261,1234,5 Colorado Court,10/26/2020
1262,Barry1262,1234,2 Mallory Court,7/17/2020
1263,Barry1263,1234,767 Hermina Alley,10/1/2020
1264,Barry1264,1234,29057 Bunker Hill Terrace,4/29/2021
1265,Barry1265,1234,2289 American Ash Drive,10/19/2020
1266,Barry1266,1234,16 North Circle,6/22/2020
1267,Barry1267,1234,07132 Division Trail,3/1/2021
1268,Barry1268,1234,7914 Moland Terrace,6/24/2020
1269,Barry1269,1234,99 Elgar Pass,3/22/2021
1270,Barry1270,1234,997 Harper Junction,12/5/2020
1271,Barry1271,1234,6968 Erie Trail,6/30/2020
1272,Barry1272,1234,8028 Laurel Parkway,12/29/2020
1273,Barry1273,1234,036 Northfield Park,8/22/2020
1274,Barry1274,1234,20348 Debs Point,10/2/2020
1275,Barry1275,1234,139 Grover Hill,6/1/2020
1276,Barry1276,1234,6012 Chive Hill,12/1/2020
1277,Barry1277,1234,6 Pond Crossing,7/7/2020
1278,Barry1278,1234,1081 Trailsway Park,12/25/2020
1279,Barry1279,1234,1 Artisan Lane,12/21/2020
1280,Barry1280,1234,96868 North Terrace,7/31/2020
1281,Barry1281,1234,1 Pankratz Way,3/28/2021
1282,Barry1282,1234,48 Birchwood Point,3/22/2021
1283,Barry1283,1234,27 Manufacturers Road,9/30/2020
1284,Barry1284,1234,82 Sugar Court,7/5/2020
1285,Barry1285,1234,02 Banding Place,5/21/2020
1286,Barry1286,1234,75 Oriole Plaza,1/31/2021
1287,Barry1287,1234,0152 Lyons Circle,2/26/2021
1288,Barry1288,1234,7351 Anthes Junction,1/1/2021
1289,Barry1289,1234,5 Oak Valley Junction,1/7/2021
1290,Barry1290,1234,9 Calypso Crossing,11/6/2020
1291,Barry1291,1234,017 Manufacturers Center,3/7/2021
1292,Barry1292,1234,17 Drewry Way,9/5/2020
1293,Barry1293,1234,66 Nobel Court,3/9/2021
1294,Barry1294,1234,8391 Hooker Hill,6/20/2020
1295,Barry1295,1234,1218 Hauk Avenue,3/20/2021
1296,Barry1296,1234,56677 Eagle Crest Drive,5/17/2021
1297,Barry1297,1234,38600 Carpenter Junction,5/16/2021
1298,Barry1298,1234,384 Melrose Parkway,6/29/2020
1299,Barry1299,1234,73416 Eagle Crest Park,6/11/2020
1300,Barry1300,1234,406 Rutledge Point,1/12/2021
1301,Barry1301,1234,98336 Bluejay Avenue,7/20/2020
1302,Barry1302,1234,5 Bunker Hill Crossing,5/22/2020
1303,Barry1303,1234,87 Mosinee Point,5/29/2020
1304,Barry1304,1234,889 Prairieview Junction,4/4/2021
1305,Barry1305,1234,7175 Luster Plaza,4/7/2021
1306,Barry1306,1234,4 Carpenter Point,7/15/2020
1307,Barry1307,1234,59594 Sloan Lane,9/30/2020
1308,Barry1308,1234,43886 North Center,10/2/2020
1309,Barry1309,1234,53382 Merrick Court,10/20/2020
1310,Barry1310,1234,4 Sugar Park,7/19/2020
1311,Barry1311,1234,2 Crest Line Avenue,7/18/2020
1312,Barry1312,1234,267 Hanson Circle,10/24/2020
1313,Barry1313,1234,70452 Di Loreto Parkway,1/22/2021
1314,Barry1314,1234,106 Rigney Plaza,9/14/2020
1315,Barry1315,1234,2 Ridgeway Drive,11/4/2020
1316,Barry1316,1234,904 Banding Way,3/14/2021
1317,Barry1317,1234,9984 4th Parkway,3/9/2021
1318,Barry1318,1234,3 Linden Parkway,5/30/2020
1319,Barry1319,1234,14216 Russell Circle,5/10/2021
1320,Barry1320,1234,516 Mandrake Center,7/13/2020
1321,Barry1321,1234,06 Merry Plaza,2/20/2021
1322,Barry1322,1234,73 Ryan Trail,11/8/2020
1323,Barry1323,1234,875 Sullivan Road,5/22/2020
1324,Barry1324,1234,3 Dwight Terrace,2/7/2021
1325,Barry1325,1234,97511 Merry Hill,6/25/2020
1326,Barry1326,1234,47 Nancy Alley,8/4/2020
1327,Barry1327,1234,9983 Weeping Birch Alley,8/26/2020
1328,Barry1328,1234,155 Forster Avenue,8/26/2020
1329,Barry1329,1234,16 Victoria Parkway,10/20/2020
1330,Barry1330,1234,68226 Talmadge Place,11/23/2020
1331,Barry1331,1234,9 Buena Vista Crossing,12/3/2020
1332,Barry1332,1234,96 Dwight Terrace,8/19/2020
1333,Barry1333,1234,83 Paget Court,3/28/2021
1334,Barry1334,1234,23 Buell Parkway,4/13/2021
1335,Barry1335,1234,336 Kedzie Pass,2/11/2021
1336,Barry1336,1234,418 Eggendart Parkway,9/22/2020
1337,Barry1337,1234,2990 Clyde Gallagher Drive,7/25/2020
1338,Barry1338,1234,542 Londonderry Junction,6/21/2020
1339,Barry1339,1234,583 Waubesa Avenue,12/8/2020
1340,Barry1340,1234,00 Bonner Street,4/7/2021
1341,Barry1341,1234,628 Del Mar Avenue,9/12/2020
1342,Barry1342,1234,653 Onsgard Road,10/10/2020
1343,Barry1343,1234,552 Manufacturers Park,7/13/2020
1344,Barry1344,1234,5 Rutledge Point,6/23/2020
1345,Barry1345,1234,4 Dawn Terrace,8/2/2020
1346,Barry1346,1234,33113 Memorial Circle,4/2/2021
1347,Barry1347,1234,419 Jay Court,2/20/2021
1348,Barry1348,1234,09 Algoma Road,4/14/2021
1349,Barry1349,1234,491 La Follette Plaza,4/4/2021
1350,Barry1350,1234,16 Hooker Way,4/24/2021
1351,Barry1351,1234,81853 Corscot Trail,3/12/2021
1352,Barry1352,1234,49577 South Parkway,1/20/2021
1353,Barry1353,1234,34 Doe Crossing Junction,1/9/2021
1354,Barry1354,1234,1034 Bunker Hill Hill,9/26/2020
1355,Barry1355,1234,09 Maywood Crossing,9/24/2020
1356,Barry1356,1234,7 La Follette Lane,4/13/2021
1357,Barry1357,1234,6488 American Ash Terrace,1/8/2021
1358,Barry1358,1234,3850 Loeprich Pass,3/25/2021
1359,Barry1359,1234,5605 Maryland Center,8/30/2020
1360,Barry1360,1234,8 American Ash Way,7/6/2020
1361,Barry1361,1234,95 Shopko Hill,5/8/2021
1362,Barry1362,1234,66908 Utah Alley,4/5/2021
1363,Barry1363,1234,14501 Continental Court,1/19/2021
1364,Barry1364,1234,5177 Rigney Center,1/1/2021
1365,Barry1365,1234,2674 Carpenter Drive,8/24/2020
1366,Barry1366,1234,162 Bowman Road,9/28/2020
1367,Barry1367,1234,47716 Upham Road,2/2/2021
1368,Barry1368,1234,08 Dottie Point,4/3/2021
1369,Barry1369,1234,7 John Wall Crossing,1/6/2021
1370,Barry1370,1234,3795 Del Sol Drive,3/27/2021
1371,Barry1371,1234,1 Lillian Terrace,12/9/2020
1372,Barry1372,1234,1503 Lawn Alley,12/11/2020
1373,Barry1373,1234,968 Dovetail Way,7/23/2020
1374,Barry1374,1234,01 Marcy Place,10/13/2020
1375,Barry1375,1234,08 Mosinee Plaza,12/25/2020
1376,Barry1376,1234,517 Lotheville Avenue,9/8/2020
1377,Barry1377,1234,0 Gina Court,11/6/2020
1378,Barry1378,1234,1 Sunbrook Drive,10/28/2020
1379,Barry1379,1234,5072 Summer Ridge Lane,6/30/2020
1380,Barry1380,1234,2071 Forster Pass,10/26/2020
1381,Barry1381,1234,4462 Chinook Way,4/4/2021
1382,Barry1382,1234,72871 Menomonie Place,2/16/2021
1383,Barry1383,1234,3 2nd Plaza,9/27/2020
1384,Barry1384,1234,2450 Upham Avenue,7/15/2020
1385,Barry1385,1234,8 Hoffman Way,10/30/2020
1386,Barry1386,1234,03 Washington Point,5/28/2020
1387,Barry1387,1234,0 Buell Park,2/26/2021
1388,Barry1388,1234,43 Magdeline Lane,4/16/2021
1389,Barry1389,1234,5 Heffernan Drive,5/14/2021
1390,Barry1390,1234,885 Monica Terrace,3/8/2021
1391,Barry1391,1234,33242 Melrose Hill,3/19/2021
1392,Barry1392,1234,440 Hayes Way,6/29/2020
1393,Barry1393,1234,24 Forest Run Crossing,9/19/2020
1394,Barry1394,1234,37779 Beilfuss Alley,10/29/2020
1395,Barry1395,1234,3313 Holy Cross Lane,8/1/2020
1396,Barry1396,1234,55245 Forest Dale Hill,10/2/2020
1397,Barry1397,1234,67254 Parkside Way,1/30/2021
1398,Barry1398,1234,52707 Heffernan Road,2/12/2021
1399,Barry1399,1234,2 Corben Court,4/6/2021
1400,Barry1400,1234,3359 Menomonie Hill,8/7/2020
1401,Barry1401,1234,11 Coleman Road,4/6/2021
1402,Barry1402,1234,90589 5th Street,7/26/2020
1403,Barry1403,1234,799 Buena Vista Junction,9/29/2020
1404,Barry1404,1234,07858 Hollow Ridge Alley,3/6/2021
1405,Barry1405,1234,6 Northland Court,2/7/2021
1406,Barry1406,1234,40847 Packers Crossing,8/14/2020
1407,Barry1407,1234,71 Maywood Avenue,3/4/2021
1408,Barry1408,1234,532 Dapin Point,7/21/2020
1409,Barry1409,1234,68292 Nobel Alley,12/9/2020
1410,Barry1410,1234,3604 Melrose Pass,6/20/2020
1411,Barry1411,1234,5469 Golf View Terrace,3/20/2021
1412,Barry1412,1234,846 Crescent Oaks Point,4/14/2021
1413,Barry1413,1234,23 Westport Alley,7/1/2020
1414,Barry1414,1234,8 Bonner Terrace,4/14/2021
1415,Barry1415,1234,93 Kinsman Center,2/28/2021
1416,Barry1416,1234,64793 Alpine Road,6/28/2020
1417,Barry1417,1234,270 Onsgard Court,3/24/2021
1418,Barry1418,1234,478 Northridge Avenue,2/4/2021
1419,Barry1419,1234,40374 Eliot Plaza,6/4/2020
1420,Barry1420,1234,76441 Mallory Alley,9/18/2020
1421,Barry1421,1234,8 Surrey Junction,2/18/2021
1422,Barry1422,1234,64 Mandrake Circle,11/27/2020
1423,Barry1423,1234,6 Orin Plaza,10/21/2020
1424,Barry1424,1234,0 Darwin Point,12/26/2020
1425,Barry1425,1234,5957 Armistice Pass,12/26/2020
1426,Barry1426,1234,650 Warner Pass,10/16/2020
1427,Barry1427,1234,48 Florence Court,3/18/2021
1428,Barry1428,1234,469 Mariners Cove Court,2/15/2021
1429,Barry1429,1234,105 Valley Edge Park,10/12/2020
1430,Barry1430,1234,9 Namekagon Trail,12/31/2020
1431,Barry1431,1234,328 North Point,2/15/2021
1432,Barry1432,1234,4600 Warner Pass,9/1/2020
1433,Barry1433,1234,86065 Waywood Road,12/28/2020
1434,Barry1434,1234,96 Anthes Trail,7/30/2020
1435,Barry1435,1234,1843 Esch Pass,1/10/2021
1436,Barry1436,1234,269 Cordelia Way,3/8/2021
1437,Barry1437,1234,7281 Fuller Street,10/30/2020
1438,Barry1438,1234,9927 Stang Road,8/27/2020
1439,Barry1439,1234,776 Cambridge Center,1/21/2021
1440,Barry1440,1234,3 Arizona Parkway,5/3/2021
1441,Barry1441,1234,8279 Sherman Point,11/14/2020
1442,Barry1442,1234,54 Walton Junction,4/29/2021
1443,Barry1443,1234,71140 West Road,1/16/2021
1444,Barry1444,1234,74 Division Hill,1/1/2021
1445,Barry1445,1234,91498 Eggendart Street,8/4/2020
1446,Barry1446,1234,091 Vermont Park,3/26/2021
1447,Barry1447,1234,842 Elka Park,6/15/2020
1448,Barry1448,1234,60176 Trailsway Parkway,6/11/2020
1449,Barry1449,1234,19613 Washington Terrace,1/19/2021
1450,Barry1450,1234,135 Hoepker Parkway,3/29/2021
1451,Barry1451,1234,19890 Westridge Street,2/14/2021
1452,Barry1452,1234,735 Loomis Park,11/1/2020
1453,Barry1453,1234,82229 Roth Center,7/31/2020
1454,Barry1454,1234,37 6th Pass,9/29/2020
1455,Barry1455,1234,4 Memorial Alley,1/12/2021
1456,Barry1456,1234,458 Dovetail Drive,11/11/2020
1457,Barry1457,1234,58 Acker Point,1/20/2021
1458,Barry1458,1234,2 Judy Pass,1/18/2021
1459,Barry1459,1234,1424 Northwestern Plaza,6/13/2020
1460,Barry1460,1234,50 8th Center,4/19/2021
1461,Barry1461,1234,7 Leroy Point,5/9/2021
1462,Barry1462,1234,0 Rutledge Pass,12/10/2020
1463,Barry1463,1234,61 Mallard Crossing,8/14/2020
1464,Barry1464,1234,73993 Comanche Crossing,11/12/2020
1465,Barry1465,1234,98936 Surrey Terrace,1/1/2021
1466,Barry1466,1234,9769 Macpherson Point,6/6/2020
1467,Barry1467,1234,42 Washington Alley,7/23/2020
1468,Barry1468,1234,451 Larry Street,10/22/2020
1469,Barry1469,1234,994 Carberry Plaza,4/10/2021
1470,Barry1470,1234,4348 Hoard Crossing,2/26/2021
1471,Barry1471,1234,38728 Walton Parkway,6/30/2020
1472,Barry1472,1234,2629 West Lane,10/30/2020
1473,Barry1473,1234,30 Norway Maple Plaza,3/23/2021
1474,Barry1474,1234,72 Marquette Trail,11/21/2020
1475,Barry1475,1234,82 Washington Court,8/29/2020
1476,Barry1476,1234,7 Superior Court,12/9/2020
1477,Barry1477,1234,23 Kim Street,5/16/2021
1478,Barry1478,1234,1 Esker Way,12/17/2020
1479,Barry1479,1234,403 1st Pass,7/30/2020
1480,Barry1480,1234,17291 Del Mar Avenue,6/22/2020
1481,Barry1481,1234,306 Porter Parkway,10/5/2020
1482,Barry1482,1234,31 Marcy Trail,10/10/2020
1483,Barry1483,1234,65 Warner Avenue,1/23/2021
1484,Barry1484,1234,24 Oriole Hill,8/14/2020
1485,Barry1485,1234,79 Hanover Court,2/22/2021
1486,Barry1486,1234,22 Hanson Crossing,1/24/2021
1487,Barry1487,1234,647 7th Junction,9/3/2020
1488,Barry1488,1234,1 Pawling Alley,6/6/2020
1489,Barry1489,1234,4238 Talisman Lane,5/19/2020
1490,Barry1490,1234,4 Dahle Hill,5/7/2021
1491,Barry1491,1234,75 Arizona Park,12/29/2020
1492,Barry1492,1234,64834 Garrison Court,4/2/2021
1493,Barry1493,1234,5 Union Park,2/26/2021
1494,Barry1494,1234,22 8th Point,2/25/2021
1495,Barry1495,1234,33 Warner Hill,11/8/2020
1496,Barry1496,1234,0 Novick Junction,10/22/2020
1497,Barry1497,1234,84580 Straubel Drive,12/11/2020
1498,Barry1498,1234,873 Sloan Point,7/9/2020
1499,Barry1499,1234,348 Chive Point,1/31/2021
1500,Barry1500,1234,283 Anzinger Place,5/18/2020
1501,Barry1501,1234,35357 Ludington Pass,3/2/2021
1502,Barry1502,1234,10196 Kings Hill,5/22/2020
1503,Barry1503,1234,652 Oxford Terrace,3/4/2021
1504,Barry1504,1234,83497 Muir Road,11/20/2020
1505,Barry1505,1234,35 Iowa Alley,7/19/2020
1506,Barry1506,1234,4 Division Terrace,1/26/2021
